,company_name,company_year_founded,company_employees,company_hq,company_annual_revenue,industry,company_total_visits,company_bounce_rate,company_pages_per_visit,company_avg_visit_duration_in_seconds,company_3_month_ago,company_2_month_ago,company_1_month_ago,company_demographics_gender_female,company_demographics_gender_male,company_age_distribution_18_24,company_age_distribution_25_34,company_age_distribution_35_44
1254,NextdoorInc,2010,1000,UnitedStatesCaliforniaSanFrancisco,200.0,ComputersElectronicsandTechnology,176.8,45.31,2.71,169.0,178.0,165.1,176.8,48.24,51.76,10.38,17.82,17.40
1256,WeiboCorp,2010,5000,ChinaChaoyang,1.0,ComputersElectronicsandTechnology,129.9,32.00,6.79,528.0,135.2,136.4,129.9,31.15,68.85,28.53,41.21,18.58
1258,Slack,2009,5000,UnitedStatesCaliforniaSanFrancisco,1.0,ComputersElectronicsandTechnology,113.1,26.76,6.49,858.0,117.8,105.6,113.1,36.56,63.44,19.71,37.76,21.42
1259,Patreon,2013,1000,UnitedStatesCaliforniaSanFrancisco,75.0,ComputersElectronicsandTechnology,101.1,56.52,3.11,206.0,102.7,100.1,101.1,23.48,76.52,33.39,32.28,16.40
1261,LiveJournalInc,1999,50,RussiaMoscow,25.0,ComputersElectronicsandTechnology,72.9,56.63,3.36,315.0,78.5,69.0,72.9,47.21,52.79,17.73,33.95,18.26
1262,SlideShareInc,2006,500,UnitedStatesCaliforniaSanFrancisco,50.0,ComputersElectronicsandTechnology,72.5,57.32,2.28,222.0,75.2,67.5,72.5,55.61,44.39,33.60,30.94,16.29
1263,OmeglecomLLC,2009,50,UnitedStatesVermontBrattleboro,5.0,ComputersElectronicsandTechnology,63.3,49.82,6.72,500.0,66.9,63.8,63.3,34.80,65.20,38.27,27.58,15.32
1272,ATTInc,1876,10001,UnitedStatesTexasDallas,1.0,ComputersElectronicsandTechnology,175.7,50.80,3.67,178.0,176.1,163.5,175.7,42.20,57.80,15.83,22.05,19.09
1274,Jio,2010,10001,IndiaMumbai,1.0,ComputersElectronicsandTechnology,72.6,49.92,2.66,171.0,66.1,69.8,72.6,31.84,68.16,33.11,36.13,13.84
1275,Verizon,1983,10001,UnitedStatesNewYorkNewYorkCity,1.0,ComputersElectronicsandTechnology,57.4,43.68,6.55,287.0,56.9,51.6,57.4,41.74,58.26,15.96,23.65,20.02
1279,CricketWireless,1999,500,UnitedStatesGeorgiaAtlanta,200.0,ComputersElectronicsandTechnology,43.6,38.28,2.58,188.0,44.1,39.9,43.6,32.74,67.26,19.22,24.19,19.66
1281,TIM,2014,10001,ItalyMilan,10.0,ComputersElectronicsandTechnology,33.8,20.83,6.99,289.0,34.0,31.3,33.8,35.01,64.99,11.99,22.80,23.30
1282,Skype,2003,5000,LuxembourgLuxembourgCity,1.0,ComputersElectronicsandTechnology,33.0,25.61,4.32,484.0,32.8,30.3,33.0,40.53,59.47,21.38,32.56,19.75
1283,MTS,1993,10001,RussiaMoscow,1.0,ComputersElectronicsandTechnology,30.6,45.98,4.37,200.0,33.1,31.7,30.6,40.82,59.18,15.49,38.10,21.19
1284,BTLimited,2002,10001,UnitedKingdomLondon,1.0,ComputersElectronicsandTechnology,29.4,28.14,6.77,357.0,31.6,30.2,29.4,33.49,66.51,12.83,22.43,18.31
1285,DeutscheTelekomAG,1995,10001,GermanyBonn,1.0,ComputersElectronicsandTechnology,27.7,57.57,2.29,167.0,28.7,26.8,27.7,34.69,65.31,14.59,19.70,17.86
1286,O2,1985,10000,UnitedKingdomLondon,1.0,ComputersElectronicsandTechnology,27.4,54.76,3.0,236.0,28.2,27.5,27.4,35.23,64.77,14.40,25.63,21.44
1289,Vodafone,1984,10001,UnitedKingdomBerkshire,1.0,ComputersElectronicsandTechnology,25.5,28.35,2.06,93.0,26.5,24.9,25.5,36.85,63.15,18.48,34.10,21.90
1290,ClaroSA,2003,10001,BrazilSaoPaulo,1.0,ComputersElectronicsandTechnology,25.1,45.16,5.79,303.0,25.8,24.2,25.1,51.31,48.69,17.60,33.65,21.79
1291,Beeline,1992,10001,RussiaMoscow,1.0,ComputersElectronicsandTechnology,24.1,52.53,3.47,220.0,27.5,24.7,24.1,39.32,60.68,14.33,37.88,22.52
1292,Irancell,2005,5000,Iran,15.0,ComputersElectronicsandTechnology,21.3,28.78,2.55,107.0,23.4,19.6,21.3,26.81,73.19,21.99,43.21,19.04
1294,Rogers,1960,10001,UnitedStatesToronto,1.0,ComputersElectronicsandTechnology,19.7,36.30,3.96,267.0,20.7,19.5,19.7,43.32,56.68,15.43,28.11,21.27
1296,Three,2003,5000,UnitedKingdomMaidenhead,1.0,ComputersElectronicsandTechnology,18.7,54.46,3.07,200.0,18.7,17.8,18.7,32.36,67.64,15.49,25.74,20.82
1297,BouyguesTelecom,1994,10000,FranceParis,1.0,ComputersElectronicsandTechnology,18.6,37.97,6.6,347.0,18.5,16.6,18.6,47.08,52.92,19.28,25.69,19.90
1298,TelefonicaSA,1924,10001,SpainMadrid,1.0,ComputersElectronicsandTechnology,18.4,58.57,2.21,153.0,21.3,20.6,18.4,35.91,64.09,30.02,38.21,17.13
1299,Entel,1964,5000,ChileSantiago,1.0,ComputersElectronicsandTechnology,17.6,50.62,2.9,188.0,15.0,13.2,17.6,51.94,48.06,13.36,31.49,25.36
1300,MegaFon,2002,10001,RussiaMoscow,1.0,ComputersElectronicsandTechnology,17.1,39.98,3.92,226.0,13.0,13.2,17.1,39.47,60.53,13.96,37.76,22.16
1301,IliadItalia,2017,5000,ItalyMilan,500.0,ComputersElectronicsandTechnology,17.1,39.12,3.89,185.0,17.3,16.1,17.1,30.38,69.62,16.47,25.58,24.24
1302,Telkomsel,1995,5000,IndonesiaJakarta,1.0,ComputersElectronicsandTechnology,17.1,58.28,2.11,130.0,13.8,18.2,17.1,34.29,65.71,37.74,37.22,13.54
1303,Telenet,1996,5000,BelgiumMechelen,1.0,ComputersElectronicsandTechnology,17.0,26.07,6.14,434.0,18.0,16.1,17.0,43.61,56.39,19.03,26.52,21.15
1305,VirginMediaLimited,1993,10001,UnitedKingdomReading,1.0,ComputersElectronicsandTechnology,16.6,27.11,6.32,329.0,17.0,16.7,16.6,25.91,74.09,13.98,21.95,19.67
1306,Telstra,1975,10001,AustraliaMelbourne,1.0,ComputersElectronicsandTechnology,15.3,42.91,3.79,254.0,16.5,14.6,15.3,39.93,60.07,9.84,24.22,18.45
1307,Telcel,1989,10001,MexicoMexicoCity,1.0,ComputersElectronicsandTechnology,15.1,59.80,3.78,156.0,14.4,13.9,15.1,42.23,57.77,21.23,33.78,21.31
1308,Tele2,2013,50,RussiaMoscow,15.0,ComputersElectronicsandTechnology,14.5,52.61,3.08,190.0,15.7,14.5,14.5,43.71,56.29,13.96,38.72,21.26
1310,Viettel,1989,10001,VietnamCauGiay,75.0,ComputersElectronicsandTechnology,13.7,60.23,2.76,130.0,13.7,12.7,13.7,38.63,61.37,40.94,41.28,6.83
1311,TigoGuatemalaComcel,1990,5000,GuatemalaSantaCatarinaPinula,1.0,ComputersElectronicsandTechnology,13.4,9.73,3.26,43.0,12.2,12.9,13.4,47.65,52.35,27.54,34.30,19.37
1313,Wix,2006,10000,IsraelTelAviv,1.0,ComputersElectronicsandTechnology,50.3,35.92,6.56,486.0,54.1,48.0,50.3,46.70,53.30,24.50,34.37,19.29
1314,WeeblyInc,2006,500,UnitedStatesCaliforniaSanFrancisco,100.0,ComputersElectronicsandTechnology,43.8,61.20,2.5,169.0,46.6,42.1,43.8,52.61,47.39,30.18,28.07,17.17
1315,GoDaddy,1997,10000,UnitedStatesArizonaTempe,1.0,ComputersElectronicsandTechnology,42.1,40.76,6.8,377.0,43.5,39.9,42.1,35.44,64.56,20.06,35.43,21.33
1316,SquarespaceInc,2003,5000,UnitedStatesNewYorkNewYork,1.0,ComputersElectronicsandTechnology,39.5,45.26,9.88,450.0,38.7,36.2,39.5,49.94,50.06,22.79,32.41,19.57
1317,ArubaSpA,1994,1000,ItalyBibbiena,100.0,ComputersElectronicsandTechnology,33.3,27.72,5.55,419.0,35.7,29.0,33.3,39.70,60.30,12.33,26.01,25.98
1318,DisqusInc,2007,50,UnitedStatesCaliforniaSanFrancisco,15.0,ComputersElectronicsandTechnology,30.6,63.10,2.26,186.0,31.4,31.3,30.6,25.05,74.95,28.22,29.12,16.07
1319,SAKURAInternetInc,1999,1000,JapanOsaka,200.0,ComputersElectronicsandTechnology,28.0,55.66,4.08,220.0,28.5,25.7,28.0,24.02,75.98,18.43,29.12,23.93
1321,Hostinger,2011,1000,LithuaniaKaunas,500.0,ComputersElectronicsandTechnology,17.2,31.74,6.89,592.0,16.6,16.2,17.2,26.94,73.06,24.01,38.33,19.82
1324,Altervista,2000,50,UnitedStatesArkansasLittleRock,15.0,ComputersElectronicsandTechnology,14.3,57.67,4.4,260.0,15.8,13.7,14.3,38.46,61.54,23.29,26.58,20.31
1328,One,2002,500,UnitedKingdomLondon,50.0,ComputersElectronicsandTechnology,11.6,20.13,10.26,624.0,12.7,10.7,11.6,35.44,64.56,16.41,31.16,22.51
1330,DigitalOceanLLC,2012,1000,UnitedStatesNewYorkNewYork,500.0,ComputersElectronicsandTechnology,10.7,62.64,3.73,212.0,13.4,11.4,10.7,21.59,78.41,23.96,39.15,19.78
1331,HugeDomains,2003,200,UnitedStatesColoradoDenver,25.0,ComputersElectronicsandTechnology,10.4,80.45,1.35,34.0,10.6,9.9,10.4,34.94,65.06,21.73,33.52,20.68
1333,NamecheapInc,2000,5000,UnitedStatesCaliforniaLosAngeles,200.0,ComputersElectronicsandTechnology,9.7,30.93,6.66,397.0,10.3,9.1,9.7,29.49,70.51,21.53,38.21,20.89
1335,BluehostInc,2003,1000,UnitedStatesMassachusettsBurlington,200.0,ComputersElectronicsandTechnology,8.8,29.61,8.39,573.0,8.9,8.0,8.8,34.84,65.16,20.71,34.95,21.10
1337,Jugem,2004,50,JapanSendai,5.0,ComputersElectronicsandTechnology,7.8,61.71,3.05,94.0,7.7,7.1,7.8,23.58,76.42,14.68,28.34,26.76
1338,homepl,1997,500,PolandSzczecin,25.0,ComputersElectronicsandTechnology,7.6,28.95,6.27,613.0,7.7,7.1,7.6,44.04,55.96,24.09,31.89,19.64
1340,OVHLimited,1999,5000,CanadaMontreal,1.0,ComputersElectronicsandTechnology,7.4,26.34,7.05,721.0,8.1,6.9,7.4,35.99,64.01,21.20,32.27,21.00
1342,IONOS,1988,5000,UnitedStatesPennsylvaniaChesterbrook,1.0,ComputersElectronicsandTechnology,7.0,39.40,6.59,376.0,7.5,7.0,7.0,26.11,73.89,22.23,34.13,20.98
1346,JimdoGmbH,2007,500,GermanyHamburg,50.0,ComputersElectronicsandTechnology,6.2,47.91,4.85,243.0,6.4,5.7,6.2,41.02,58.98,18.17,30.15,22.22
1348,STRATO,1997,500,GermanyBerlin,500.0,ComputersElectronicsandTechnology,5.9,30.70,6.41,385.0,6.7,5.5,5.9,28.89,71.11,18.97,28.69,21.84
1350,WPEngineInc,2010,5000,UnitedStatesTexasAustin,200.0,ComputersElectronicsandTechnology,5.5,48.88,8.84,483.0,5.9,5.3,5.5,40.53,59.47,19.34,33.27,21.52
1353,Rakuten,1997,10001,FranceParis,1.0,eCommerceShopping,492.1,36.72,7.51,367.0,516.7,469.0,492.1,30.99,69.01,10.74,24.77,24.19
1354,EtsyInc,2005,5000,UnitedStatesNewYorkBrooklyn,1.0,eCommerceShopping,470.5,45.73,6.45,352.0,484.3,456.2,470.5,51.82,48.18,22.37,27.28,18.28
1355,AliExpresslimited,2009,500,ChinaHangzhou,50.0,eCommerceShopping,440.6,37.43,6.15,384.0,466.3,432.7,440.6,33.21,66.79,21.09,31.49,20.80
1356,WalmartInc,1962,10001,UnitedStatesArkansasBentonville,1.0,eCommerceShopping,392.5,51.88,4.89,280.0,385.5,368.2,392.5,43.45,56.55,17.46,24.01,19.94
1357,AvitoAB,2007,5000,RussiaMoscow,1.0,eCommerceShopping,364.4,25.88,10.62,673.0,366.7,350.4,364.4,43.12,56.88,14.14,37.30,22.09
1358,Wildberries,2004,50,RussiaMoscow,5.0,eCommerceShopping,363.4,27.06,12.33,675.0,365.7,335.9,363.4,53.04,46.96,14.70,39.82,21.52
1359,OZONru,1998,10001,RussiaMoscow,1.0,eCommerceShopping,350.3,31.80,11.76,478.0,341.0,322.2,350.3,45.62,54.38,15.41,38.29,21.21
1360,Taobao,2003,10001,ChinaYuhangDistrict,1.0,eCommerceShopping,317.6,35.30,7.7,342.0,324.9,332.7,317.6,34.22,65.78,25.66,41.35,20.20
1361,PinduoduoInc,2015,10000,ChinaChangning,1.0,eCommerceShopping,260.0,89.15,1.45,37.0,261.2,246.9,260.0,42.31,57.69,26.06,41.93,19.06
1362,MercadoLibreInc,1999,10001,ArgentinaParquePatricios,1.0,eCommerceShopping,241.2,38.24,7.19,473.0,248.1,221.2,241.2,51.61,48.39,22.38,34.51,20.06
1364,Allegro,1999,5000,PolandPoznan,1.0,eCommerceShopping,216.7,27.99,10.41,595.0,217.3,200.9,216.7,44.58,55.42,25.37,28.83,17.94
1365,CraigslistInc,1995,50,UnitedStatesCaliforniaSanFrancisco,1.0,eCommerceShopping,211.3,22.37,36.79,479.0,200.4,195.3,211.3,33.27,66.73,15.09,22.67,17.88
1366,Flipkart,2007,10001,IndiaPanathur,1.0,eCommerceShopping,188.9,49.33,5.82,320.0,180.8,176.4,188.9,33.65,66.35,34.55,36.55,13.14
1367,Target,1900,10001,UnitedStatesMinnesotaMinneapolis,1.0,eCommerceShopping,162.7,47.01,5.38,228.0,162.1,154.9,162.7,60.23,39.77,21.64,25.83,16.77
1368,ShopeePteLtd,2015,10001,SingaporeSingapore,1.0,eCommerceShopping,161.2,40.51,4.93,393.0,159.0,165.8,161.2,36.74,63.26,41.05,35.35,13.15
1369,Trendyol,2010,10001,TurkeySaryer,500.0,eCommerceShopping,158.4,34.65,6.71,490.0,164.9,153.3,158.4,32.69,67.31,24.43,38.01,20.55
1371,JDcomInc,1998,10001,ChinaBeijing,1.0,eCommerceShopping,137.6,27.82,7.35,322.0,144.1,132.5,137.6,27.96,72.04,26.65,40.96,20.95
1373,Leboncoin,2006,5000,FranceParis,500.0,eCommerceShopping,133.8,22.92,10.87,694.0,135.4,126.7,133.8,42.42,57.58,17.97,23.30,19.02
1375,sahibinden,2000,5000,TurkeyIstanbul,200.0,eCommerceShopping,127.1,24.95,16.56,672.0,135.4,121.9,127.1,25.77,74.23,20.91,37.13,21.90
1376,Ticketmaster,1976,10000,UnitedStatesCaliforniaBeverlyHills,1.0,eCommerceShopping,118.7,49.31,4.09,216.0,130.4,113.2,118.7,49.33,50.67,20.55,28.96,19.78
1377,WayfairInc,2002,10001,UnitedStatesMassachusettsBoston,1.0,eCommerceShopping,115.3,48.71,5.85,303.0,105.3,110.6,115.3,59.74,40.26,13.81,21.12,17.36
1378,PTTokopedia,2009,10000,IndonesiaJakarta,1.0,eCommerceShopping,106.4,38.09,6.9,469.0,114.9,109.2,106.4,36.04,63.96,39.02,36.83,13.25
1379,MagazineLuizaSA,1957,10001,BrazilVilaSantaCruz,1.0,eCommerceShopping,104.5,41.66,3.41,254.0,98.8,96.6,104.5,52.53,47.47,20.06,34.11,20.02
1380,OLXGroup,2016,10001,NetherlandsAmsterdam,1.0,eCommerceShopping,98.5,23.78,9.94,600.0,99.8,95.2,98.5,42.88,57.12,26.54,30.32,18.38
1381,Alibabacom,2001,10001,ChinaHangzhou,1.0,eCommerceShopping,94.4,45.50,5.7,369.0,102.5,92.4,94.4,34.52,65.48,18.57,33.98,21.55
1383,TradeMeLimited,1999,1000,NewZealandWellington,500.0,eCommerceShopping,21.6,27.71,12.64,495.0,20.3,20.2,21.6,52.61,47.39,13.22,25.53,20.56
1385,Njuskalo,2007,200,CroatiaRijeka,15.0,eCommerceShopping,12.3,36.48,9.26,492.0,13.0,12.3,12.3,38.42,61.58,11.73,26.32,26.77
1386,ricardoch,1999,200,SwitzerlandZug,25.0,eCommerceShopping,12.3,31.06,9.04,432.0,12.5,11.9,12.3,33.82,66.18,16.52,24.51,21.54
1387,Tradera,1999,200,SwedenStockholm,25.0,eCommerceShopping,10.9,28.41,9.97,442.0,11.8,10.6,10.9,43.42,56.58,16.48,26.21,19.77
1388,Carousell,2012,1000,SingaporeSingapore,50.0,eCommerceShopping,9.1,41.27,9.16,436.0,8.1,8.4,9.1,36.01,63.99,20.86,36.33,23.34
1390,EstateSalesNET,2001,50,UnitedStatesMissouriJackson,25.0,eCommerceShopping,8.4,31.42,20.85,390.0,8.9,8.2,8.4,54.35,45.65,10.91,16.73,15.71
1391,ECOUNT,1999,50,UnitedStatesCaliforniaCerritos,50.0,eCommerceShopping,7.4,18.28,6.84,755.0,8.1,7.5,7.4,35.77,64.23,26.24,36.16,17.88
1392,1stdibscomInc,2001,500,UnitedStatesNewYorkNewYork,200.0,eCommerceShopping,7.2,55.68,3.46,191.0,8.4,7.8,7.2,55.76,44.24,14.14,25.57,17.02
1393,PicClick,2008,50,UnitedStatesCaliforniaLaJolla,10.0,eCommerceShopping,5.9,48.41,2.81,143.0,4.9,6.2,5.9,28.36,71.64,15.00,22.44,22.88
1396,InvaluableLLC,1989,200,UnitedStatesMassachusettsBoston,50.0,eCommerceShopping,4.4,52.38,4.45,219.0,4.9,4.5,4.4,45.00,55.00,13.44,20.70,16.26
1397,LiveAuctioneers,2002,200,UnitedStatesNewYorkNewYork,25.0,eCommerceShopping,4.3,46.06,6.75,287.0,4.7,4.3,4.3,42.36,57.64,12.31,19.14,16.55
1399,Vaterahu,2000,50,HungaryBudapest,5.0,eCommerceShopping,3.0,46.94,0.05,2.0,3.2,3.0,3.0,42.66,57.34,15.88,25.26,26.10
1400,AuctioNetcom,2011,50,SwedenStockholm,10.0,eCommerceShopping,3.7,38.51,8.11,313.0,3.8,3.5,3.7,47.77,52.23,11.78,22.23,19.42
1401,ProxibidInc,2001,500,UnitedStatesNebraskaOmaha,50.0,eCommerceShopping,3.7,32.01,11.44,563.0,3.6,3.4,3.7,23.70,76.30,11.39,16.32,18.63
1403,Delcampe,2000,50,BelgiumMexicoCity,15.0,eCommerceShopping,3.1,25.84,9.62,613.0,3.5,3.2,3.1,39.88,60.12,15.61,22.12,19.10
1408,Naturabuy,2007,50,FranceChantilly,2.0,eCommerceShopping,2.5,28.86,10.01,507.0,2.9,2.4,2.5,31.90,68.10,16.79,20.27,18.70
1410,Grays,1922,1000,AustraliaMoorebank,200.0,eCommerceShopping,2.3,39.18,10.01,742.0,1.5,1.6,2.3,31.12,68.88,10.09,24.08,20.13
1413,TroostwijkAuctions,1930,200,NetherlandsAmsterdam,200.0,eCommerceShopping,2.2,34.30,15.38,489.0,2.2,2.1,2.2,32.16,67.84,12.32,21.97,21.03
1415,AuctionZipLLC,2003,200,UnitedStatesPennsylvaniaBedford,25.0,eCommerceShopping,2.2,32.14,15.86,461.0,2.1,1.9,2.2,34.51,65.49,8.70,13.36,13.21
1417,EasyLiveAuction,2009,50,UnitedKingdomAbergavenny,2.0,eCommerceShopping,2.0,30.21,13.61,634.0,1.8,1.9,2.0,36.68,63.32,10.02,17.56,17.54
1418,FROMJAPAN,2004,50,JapanShinkawa,10.0,eCommerceShopping,1.8,40.64,8.66,492.0,1.7,1.7,1.8,32.46,67.54,25.44,32.01,20.04
1419,RitchieBros,1958,5000,CanadaBurnaby,1.0,eCommerceShopping,1.7,39.90,6.37,324.0,1.8,1.4,1.7,26.08,73.92,11.07,19.03,19.91
1420,Subito,2007,500,ItalyMilan,50.0,eCommerceShopping,64.3,26.50,9.19,480.0,63.7,62.7,64.3,28.36,71.64,14.05,23.31,25.29
1421,FINNno,2000,1000,NorwayOslo,500.0,eCommerceShopping,49.7,22.68,21.3,536.0,46.1,46.4,49.7,34.21,65.79,14.90,26.12,21.15
1422,OTOMOTO,2004,50,PolandOlesnica,15.0,eCommerceShopping,46.2,15.31,0.06,4.0,51.3,46.3,46.2,33.36,66.64,29.31,28.46,17.44
1424,Kijiji,2005,200,CanadaToronto,25.0,eCommerceShopping,38.7,28.49,7.27,425.0,37.9,37.2,38.7,39.22,60.78,13.80,26.48,20.10
1425,MilAnuncioscom,2005,50,SpainCanduas,50.0,eCommerceShopping,26.5,38.76,5.53,414.0,25.6,25.2,26.5,34.81,65.19,9.07,24.78,26.13
1426,Kufar,2012,50,BelarusMinsk,10.0,eCommerceShopping,26.3,24.54,10.05,623.0,29.2,27.4,26.3,47.02,52.98,13.54,39.21,22.48
1427,BlocketAB,1996,500,SwedenStockholm,75.0,eCommerceShopping,25.1,24.50,10.49,472.0,24.2,24.6,25.1,36.01,63.99,12.38,25.81,19.85
1428,GumtreeLimited,2000,500,UnitedKingdomLondon,50.0,eCommerceShopping,23.6,33.33,6.56,379.0,22.3,22.8,23.6,34.06,65.94,11.45,20.69,18.21
1429,OpenSooq,2012,500,JordanCapital,25.0,eCommerceShopping,22.3,51.83,4.92,303.0,22.4,23.6,22.3,29.24,70.76,20.41,35.69,19.73
1430,Tori,2009,50,FinlandHelsinki,15.0,eCommerceShopping,20.3,22.80,10.76,534.0,18.4,19.1,20.3,46.75,53.25,18.03,25.98,21.15
1431,RedBrain,2016,50,UnitedKingdomWestEnd,10.0,eCommerceShopping,18.9,57.79,1.41,47.0,16.1,16.9,18.9,36.84,63.16,13.59,21.38,19.80
1433,KupujemProdajem,2008,50,NetherlandsDenHaag,15.0,eCommerceShopping,13.8,17.18,16.54,565.0,14.4,13.7,13.8,34.74,65.26,15.61,26.44,24.63
1434,Jofogas,2006,200,HungaryBudapest,10.0,eCommerceShopping,13.5,30.87,7.33,443.0,14.5,13.8,13.5,38.26,61.74,15.65,25.41,26.20
1436,ChototLtdCompany,2012,200,VietnamHoChiMinhCity,50.0,eCommerceShopping,12.3,32.36,8.83,481.0,11.2,10.7,12.3,26.56,73.44,42.12,41.58,6.34
1437,58comInc,2005,10001,ChinaChaoyang,1.0,eCommerceShopping,11.8,44.24,6.78,431.0,16.0,13.4,11.8,38.10,61.90,20.77,42.64,22.28
1440,Yad2,2005,500,IsraelTelAviv,75.0,eCommerceShopping,10.8,32.98,8.81,469.0,9.2,9.6,10.8,38.18,61.82,15.16,28.91,21.72
1441,DBA,1981,50,DenmarkAarhus,15.0,eCommerceShopping,10.6,28.66,8.39,392.0,11.1,10.5,10.6,39.90,60.10,13.95,24.01,21.39
1444,QuokaGmbH,1983,50,GermanyLampertheim,5.0,eCommerceShopping,8.2,27.70,9.87,477.0,7.9,7.6,8.2,22.72,77.28,15.34,19.56,18.29
1445,Arabam,2000,200,TurkeyOrdu,5.0,eCommerceShopping,8.2,43.57,5.82,299.0,8.8,8.3,8.2,19.03,80.97,18.00,36.73,23.46
1446,Tuttich,2010,50,SwitzerlandZrich,10.0,eCommerceShopping,7.9,26.14,9.91,450.0,7.3,7.3,7.9,32.36,67.64,17.26,25.00,21.28
1448,OikotieOy,2006,10,FinlandHelsinki,50.0,eCommerceShopping,7.2,39.20,6.84,377.0,6.3,6.5,7.2,54.11,45.89,16.51,25.40,20.71
1450,999md,1999,50,MoldovaChisinau,5.0,eCommerceShopping,6.9,25.19,23.84,758.0,7.7,7.3,6.9,47.03,52.97,19.90,36.01,17.95
1451,IngatlanCom,1998,200,HungaryBudapest,15.0,eCommerceShopping,10.2,36.84,0.05,3.0,10.6,10.7,10.2,51.33,48.67,15.39,25.07,24.21
1452,ikman,2012,500,SriLankaColombo,15.0,eCommerceShopping,6.5,22.06,10.09,537.0,6.5,6.5,6.5,30.39,69.61,17.06,38.46,23.86
1454,SlickdealsLLC,1999,200,UnitedStatesNevadaLasVegas,50.0,eCommerceShopping,60.9,39.21,3.38,278.0,61.7,56.8,60.9,28.32,71.68,16.73,27.22,22.64
1456,OzBargain,2006,10,AustraliaMatraville,15.0,eCommerceShopping,28.2,34.00,4.12,325.0,27.0,26.4,28.2,32.35,67.65,12.66,31.85,23.19
1457,SwagbucksGmbH,2008,500,GermanyBerlin,75.0,eCommerceShopping,26.3,36.47,7.41,445.0,25.4,24.0,26.3,48.51,51.49,23.88,27.42,18.11
1458,GrouponInc,2008,5000,UnitedStatesIllinoisChicago,1.0,eCommerceShopping,25.8,48.43,3.95,193.0,28.1,23.9,25.8,54.75,45.25,16.29,26.23,20.23
1460,Hotukdeals,2004,50,EcuadorDeal,10.0,eCommerceShopping,21.1,34.15,4.54,350.0,23.3,22.1,21.1,28.63,71.37,15.08,27.50,22.32
1461,RetailMeNotInc,2009,500,UnitedStatesTexasAustin,500.0,eCommerceShopping,20.7,39.03,2.9,103.0,22.0,18.6,20.7,53.67,46.33,18.43,29.45,19.37
1463,Honey,2012,500,UnitedStatesCaliforniaSacramento,200.0,eCommerceShopping,18.6,56.44,2.66,138.0,20.2,18.6,18.6,41.93,58.07,23.83,29.19,18.43
1464,Promodescuentos,2010,50,MexicoTampico,5.0,eCommerceShopping,15.8,42.83,5.74,367.0,13.5,13.1,15.8,28.36,71.64,22.09,40.15,20.65
1465,BradsDealsLLC,2001,200,UnitedStatesIllinoisChicago,25.0,eCommerceShopping,14.0,41.29,2.65,183.0,15.2,14.1,14.0,60.52,39.48,10.90,18.94,18.46
1466,Brandreward,2016,50,ChinaShanghai,5.0,eCommerceShopping,12.9,75.23,1.09,10.0,1.7,9.4,12.9,42.26,57.74,25.04,30.04,18.78
1467,MyPointsLLC,1996,200,UnitedStatesCaliforniaSanFrancisco,50.0,eCommerceShopping,11.4,35.08,5.61,286.0,11.4,11.0,11.4,54.28,45.72,17.24,24.25,18.78
1468,RedFlagDeals,2000,200,CanadaToronto,75.0,eCommerceShopping,10.4,38.89,4.83,311.0,11.1,10.1,10.4,33.08,66.92,13.68,27.92,21.63
1469,PhonePePrivateLimited,2015,5000,IndiaMumbai,200.0,eCommerceShopping,10.0,59.34,2.78,178.0,9.3,9.7,10.0,32.75,67.25,33.51,37.21,13.09
1470,WootLLC,2004,200,UnitedStatesTexasCarrollton,50.0,eCommerceShopping,9.9,42.42,4.77,183.0,11.2,10.5,9.9,25.58,74.42,14.21,23.55,20.59
1471,TheKrazyCouponLady,2009,200,UnitedStatesIdahoEagle,10.0,eCommerceShopping,9.5,61.82,2.37,130.0,8.9,9.7,9.5,61.89,38.11,19.15,25.61,19.90
1472,Coupert,2018,50,UnitedStatesPennsylvaniaFortyFort,5.0,eCommerceShopping,8.0,55.62,2.48,76.0,8.3,8.0,8.0,45.27,54.73,19.64,27.97,20.61
1473,FidelityHouse,2011,50,ItalyTerni,10.0,eCommerceShopping,7.4,64.68,1.92,95.0,8.6,7.6,7.4,47.23,52.77,14.23,18.75,17.13
1474,dealnewscomInc,1997,200,UnitedStatesNewYorkNewYork,25.0,eCommerceShopping,7.1,61.54,1.94,161.0,7.1,6.5,7.1,31.96,68.04,12.87,24.88,22.58
1475,Wethrift,2017,50,UnitedStatesCaliforniaWalnut,5.0,eCommerceShopping,6.7,52.50,2.16,55.0,5.8,6.2,6.7,48.52,51.48,22.38,32.49,19.39
1476,Xpressbees,2015,10001,IndiaPune,1.0,eCommerceShopping,6.3,43.78,2.66,249.0,5.0,5.0,6.3,35.55,64.45,34.43,38.55,12.71
1478,Cashkaro,2013,500,IndiaChakkarpur,10.0,eCommerceShopping,6.2,49.75,2.46,206.0,6.2,6.7,6.2,38.95,61.05,35.29,35.99,13.38
1480,Dealmoon,2009,500,UnitedStatesCaliforniaUnionCity,200.0,eCommerceShopping,6.0,46.28,3.46,228.0,5.8,5.6,6.0,43.17,56.83,19.36,32.55,22.04
1481,Dealspotr,2015,50,UnitedStatesCaliforniaLosAngeles,5.0,eCommerceShopping,5.9,43.47,2.29,75.0,6.2,5.7,5.9,42.96,57.04,18.58,31.46,20.87
